character_posX,character_posY,character_velX,character_velY,character_accX,character_accY,character_orientation,character_rotation,character_angAcc,monster_posX,monster_posY,monster_velX,monster_velY,monster_accX,monster_accY,monster_orientation,monster_rotation,monster_angAcc,monster_image,action
430.29086,169.31023,-0.0060385773,0.9999788,1.2460123E-4,9.715557E-7,0.019140625,0.0,0.0,350.89136,96.38157,0.2691154,0.60675216,-0.0034124912,0.005262601,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.28482,170.31021,-0.005913976,0.99997973,1.1423505E-4,8.881092E-7,0.019140625,0.0,0.0,351.16046,96.98832,0.2657029,0.6120148,-0.0031296194,0.0047571063,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2789,171.3102,-0.005799741,0.9999806,1.047689E-4,8.046627E-7,0.019140625,0.0,0.0,351.42618,97.600334,0.26257327,0.6167719,-0.0028705685,0.0043005287,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2731,172.31018,-0.0056949724,0.9999814,9.610564E-5,7.4505806E-7,0.019140625,0.0,0.0,351.68875,98.21711,0.2597027,0.6210724,-0.0026332766,0.0038881004,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2674,173.31017,-0.005598867,0.9999821,8.821119E-5,6.794929E-7,0.019140625,0.0,0.0,351.94846,98.83818,0.25706944,0.62496054,-0.0024159239,0.0035155236,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2618,174.31015,-0.0055106557,0.9999828,8.094865E-5,6.198883E-7,0.019140625,0.0,0.0,352.20554,99.46314,0.2546535,0.6284761,-0.0022168308,0.0031789541,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2563,175.31013,-0.005429707,0.9999834,7.4357726E-5,5.6028364E-7,0.019140625,0.0,0.0,352.46017,100.09162,0.2524367,0.63165504,-0.0020344108,0.002874863,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.25085,176.31012,-0.0053553493,0.9999839,6.831139E-5,5.1259997E-7,0.019140625,0.0,0.0,352.71262,100.723274,0.25040227,0.6345299,-0.0018673048,0.0026001395,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2455,177.3101,-0.0052870377,0.99998444,6.2748695E-5,4.708767E-7,0.019140625,0.0,0.0,352.963,101.3578,0.24853496,0.63713,-0.0017141834,0.0023519038,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.24023,178.31009,-0.005224289,0.9999849,5.767322E-5,4.2915343E-7,0.019140625,0.0,0.0,353.21155,101.994934,0.24682078,0.6394819,-0.001573883,0.0021276057,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.23502,179.31007,-0.005166616,0.99998534,5.3032254E-5,3.993511E-7,0.019140625,0.0,0.0,353.45837,102.634415,0.24524689,0.6416095,-0.0014453217,0.0019249201,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.22986,180.31006,-0.0051135835,0.99998575,1.8153006E-4,8.7618827E-7,0.019140625,0.0,0.0,353.7036,103.276024,0.24380156,0.6435344,-0.0015652135,0.0010601223,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.22473,181.31004,-0.0049320534,0.99998665,1.6603924E-4,8.046627E-7,0.019140625,0.0,0.0,353.94742,103.919556,0.24223635,0.64459455,-0.0017500207,5.3167343E-5,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2198,182.31003,-0.004766014,0.9999875,1.519057E-4,7.212162E-7,0.019140625,0.0,0.0,354.18967,104.56415,0.24048632,0.6446477,-0.0019141674,-8.5458753E-4,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.21503,183.31001,-0.0046141082,0.9999882,1.38985E-4,6.67572E-7,0.019140625,0.0,0.0,354.43015,105.20879,0.23857215,0.6437931,-0.002059418,-0.0016716241,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.21042,184.31,-0.0044751232,0.99998885,1.2719321E-4,6.0200693E-7,0.019140625,0.0,0.0,354.66873,105.852585,0.23651274,0.6421215,-0.002187498,-0.0024057687,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.20593,185.30998,-0.00434793,0.99998945,1.1645709E-4,5.483627E-7,0.019140625,0.0,0.0,354.90524,106.494705,0.23432523,0.63971573,-0.0022998631,-0.0030641616,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.2016,186.30997,-0.004231473,0.99999,1.06617226E-4,5.00679E-7,0.019140625,0.0,0.0,355.13956,107.13442,0.23202537,0.6366516,-0.0023979172,-0.0036533475,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
430.19736,187.30995,-0.0041248556,0.99999046,9.767292E-5,4.529953E-7,0.019140625,0.0,0.0,355.37158,107.77107,0.22962746,0.6329982,-0.0024829612,-0.0041793226,-0.33257332,0.0,0.0,cuteMonster_red.jpeg,PathFollow
